Year,Week_x,Day,Date,Time,Winner/tie,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,TEAM_x,Year ,W-L-T,Power Index FPI,Power Index RK,Power Index TREND,Power Index OFF,Power Index DEF,Power Index ST,Ranks SOS,Ranks REM SOS,Ranks AVGWP,TEAM_Losing Team,Year _Losing Team,W-L-T_Losing Team,Power Index FPI_Losing Team,Power Index RK_Losing Team,Power Index TREND_Losing Team,Power Index OFF_Losing Team,Power Index DEF_Losing Team,Power Index ST_Losing Team,Ranks SOS_Losing Team,Ranks REM SOS_Losing Team,Ranks AVGWP_Losing Team,Week2,Home_Team,FinalName_538_Winner,DIVISION_538_Winner,ELO WITH QB_538_Winner,ELO CHANGE_538_Winner,CURRENT QB ADJ_538_Winner,Points_Diff_538_Winner,Playoffs_Prob_538_Winner,Division_Prob_538_Winner,Bye_Prob_538_Winner,SB_Prob_538_Winner,REAL_WINS2_538_Winner,REAL_LOSSES2_538_Winner,REAL_TIES_538_Winner,Before Week_538_Winner,Year_538_Winner,PROJ_WINS4_538_Winner,PROJ_LOSS4_538_Winner,FinalName_538_Loser,DIVISION_538_Loser,ELO WITH QB_538_Loser,ELO CHANGE_538_Loser,CURRENT QB ADJ_538_Loser,Points_Diff_538_Loser,Playoffs_Prob_538_Loser,Division_Prob_538_Loser,Bye_Prob_538_Loser,SB_Prob_538_Loser,REAL_WINS2_538_Loser,REAL_LOSSES2_538_Loser,REAL_TIES_538_Loser,Before Week_538_Loser,Year_538_Loser,PROJ_WINS4_538_Loser,PROJ_LOSS4_538_Loser,TEAM_y,Abbr_RDBMS_Winner,EPA/play_RDBMS_Winner,OVR_SUCCESS_RATE_RDBMS_Winner,Dropback EPA_RDBMS_Winner,DROPBACK_SR_RDBMS_Winner,Rush EPA_RDBMS_Winner,RUN_SR_RDBMS_Winner,Week_y,TEAM,Abbr_RDBMS_Loser,EPA/play_RDBMS_Loser,OVR_SUCCESS_RATE_RDBMS_Loser,Dropback EPA_RDBMS_Loser,DROPBACK_SR_RDBMS_Loser,Rush EPA_RDBMS_Loser,RUN_SR_RDBMS_Loser,Week,RK_FO_WEEKLY_Winner,Team_FO_WEEKLY_Winner,Abbr_FO_WEEKLY_Winner,TOTAL DVOA_FO_WEEKLY_Winner,LAST WEEK_FO_WEEKLY_Winner,DAVE_WEI_DVOA_FO_WEEKLY_Winner,RANK_FO_WEEKLY_Winner,W-L_FO_WEEKLY_Winner,OFFENSE DVOA_FO_WEEKLY_Winner,OFF. RANK_FO_WEEKLY_Winner,DEFENSE DVOA_FO_WEEKLY_Winner,DEF. RANK_FO_WEEKLY_Winner,S.T. DVOA_FO_WEEKLY_Winner,S.T. RANK_FO_WEEKLY_Winner,WEEK_FO_WEEKLY_Winner,YEAR_FO_WEEKLY_Winner,RK_FO_WEEKLY_Loser,Team_FO_WEEKLY_Loser,Abbr_FO_WEEKLY_Loser,TOTAL DVOA_FO_WEEKLY_Loser,LAST WEEK_FO_WEEKLY_Loser,DAVE_WEI_DVOA_FO_WEEKLY_Loser,RANK_FO_WEEKLY_Loser,W-L_FO_WEEKLY_Loser,OFFENSE DVOA_FO_WEEKLY_Loser,OFF. RANK_FO_WEEKLY_Loser,DEFENSE DVOA_FO_WEEKLY_Loser,DEF. RANK_FO_WEEKLY_Loser,S.T. DVOA_FO_WEEKLY_Loser,S.T. RANK_FO_WEEKLY_Loser,WEEK_FO_WEEKLY_Loser,YEAR_FO_WEEKLY_Loser,RK_FO_ANNUAL_Winner,Team_FO_ANNUAL_Winner,Abbr_FO_ANNUAL_Winner,WEEK_FO_ANNUAL_Winner,YEAR_FO_ANNUAL_Winner,TOTAL DVOA_FO_ANNUAL_Winner,Last Year_FO_ANNUAL_Winner,DAVE_WEI_DVOA_FO_ANNUAL_Winner,OFFENSE DVOA_FO_ANNUAL_Winner,DEFENSE DVOA_FO_ANNUAL_Winner,S.T. DVOA_FO_ANNUAL_Winner,non-adj VOA_FO_ANNUAL_Winner,ESTIM. WINS_FO_ANNUAL_Winner,SCHEDULE RANK_FO_ANNUAL_Winner,VAR._FO_ANNUAL_Winner,RK_FO_ANNUAL_Loser,Team_FO_ANNUAL_Loser,Abbr_FO_ANNUAL_Loser,WEEK_FO_ANNUAL_Loser,YEAR_FO_ANNUAL_Loser,TOTAL DVOA_FO_ANNUAL_Loser,Last Year_FO_ANNUAL_Loser,DAVE_WEI_DVOA_FO_ANNUAL_Loser,OFFENSE DVOA_FO_ANNUAL_Loser,DEFENSE DVOA_FO_ANNUAL_Loser,S.T. DVOA_FO_ANNUAL_Loser,non-adj VOA_FO_ANNUAL_Loser,ESTIM. WINS_FO_ANNUAL_Loser,SCHEDULE RANK_FO_ANNUAL_Loser,VAR._FO_ANNUAL_Loser
2016.0,17,Sun,1-Jan,1:00PM,Tennessee Titans,Houston Texans,24.0,17.0,236.0,1.0,289.0,1.0,Tennessee Titans,2016.0,9-7-0,-2.6,24.0,0,-1.1,-1.3,-0.1,30.0,0,14.0,Houston Texans,2016.0,10-8-0,-1.2,23.0,0,-5.6,4.8,-0.4,7.0,0,24.0,17.0,1,Tennessee Titans,AFC South,1415,-42.0,0.0,-5.1,0.003,0.003,0.003,0.003,8,7,0,17,2016,8.5,7.5,Houston Texans,AFC South,1502,9.0,0.0,-40.9,0.003,0.003,0.003,0.01,9,6,0,17,2016,9.5,6.5,Tennessee Titans,TEN,-0.066,0.333,-0.057999999999999996,0.375,-0.075,0.28600000000000003,17,Houston Texans,HOU,-0.035,0.403,0.009000000000000001,0.442,-0.149,0.3,17,17,Tennessee Titans,TEN,0.02,13.0,0.062,11,9-7,0.108,9,0.076,26,-0.011,19,17,2016,28,Houston Texans,HOU,-0.195,30.0,-0.174,28,9-7,-0.211,30,-0.08,8,-0.065,31,17,2016,17,Tennessee Titans,TEN,17,2016,0.02,31.0,0.062,0.108,0.076,-0.011,0.08199999999999999,8.5,-0.058,0.105,28,Houston Texans,HOU,17,2016,-0.195,17.0,-0.174,-0.211,-0.08,-0.065,-0.165,5.1,0.006999999999999999,0.073
2016.0,3,Thu,22-Sep,8:26PM,New England Patriots,Houston Texans,27.0,0.0,282.0,0.0,284.0,3.0,New England Patriots,2016.0,17-2-0,10.0,1.0,0,7.9,1.6,0.5,32.0,0,1.0,Houston Texans,2016.0,10-8-0,-1.2,23.0,0,-5.6,4.8,-0.4,7.0,0,24.0,3.0,1,New England Patriots,AFC East,1626,7.0,0.0,0.0,0.78,0.69,0.36,0.09,2,0,0,3,2016,10.9,5.1,Houston Texans,AFC South,1544,24.0,0.0,0.0,0.75,0.71,0.21,0.05,2,0,0,3,2016,10.0,6.0,New England Patriots,NE,-0.037000000000000005,0.383,-0.129,0.36,0.028999999999999998,0.4,3,Houston Texans,HOU,-0.252,0.451,-0.302,0.489,-0.16699999999999998,0.385,3,12,New England Patriots,NE,0.085,23.0,0.145,3,3-0,0.07,11,0.084,24,0.098,2,3,2016,30,Houston Texans,HOU,-0.265,25.0,-0.128,28,2-1,-0.28300000000000003,32,-0.116,8,-0.098,31,3,2016,1,New England Patriots,NE,17,2016,0.251,6.0,0.325,0.212,-0.016,0.023,0.305,11.9,-0.085,0.127,28,Houston Texans,HOU,17,2016,-0.195,17.0,-0.174,-0.211,-0.08,-0.065,-0.165,5.1,0.006999999999999999,0.073
2016.0,7,Mon,24-Oct,8:30PM,Denver Broncos,Houston Texans,27.0,9.0,347.0,0.0,271.0,2.0,Denver Broncos,2016.0,9-7-0,4.0,6.0,0,-3.9,7.9,-0.1,2.0,0,23.0,Houston Texans,2016.0,10-8-0,-1.2,23.0,0,-5.6,4.8,-0.4,7.0,0,24.0,7.0,1,Denver Broncos,AFC West,1620,-34.0,0.0,0.0,0.79,0.46,0.36,0.09,4,2,0,7,2016,10.6,5.4,Houston Texans,AFC South,1526,9.0,0.0,0.0,0.78,0.76,0.2,0.04,4,2,0,7,2016,9.7,6.300000000000001,Denver Broncos,DEN,0.05,0.46,0.046,0.444,0.053,0.472,7,Houston Texans,HOU,-0.235,0.391,-0.28,0.378,-0.149,0.417,7,3,Denver Broncos,DEN,0.205,9.0,0.19,3,5-2,-0.008,17,-0.201,5,0.012,12,7,2016,30,Houston Texans,HOU,-0.254,30.0,-0.239,30,4-3,-0.21600000000000005,32,-0.034,12,-0.07200000000000001,31,7,2016,15,Denver Broncos,DEN,17,2016,0.029,8.0,-0.005,-0.12,-0.172,-0.023,0.036000000000000004,8.4,0.03,0.112,28,Houston Texans,HOU,17,2016,-0.195,17.0,-0.174,-0.211,-0.08,-0.065,-0.165,5.1,0.006999999999999999,0.073
2016.0,11,Mon,21-Nov,8:30PM,Oakland Raiders,Houston Texans,27.0,20.0,325.0,1.0,354.0,2.0,Oakland Raiders,2016.0,12-5-0,-0.1,18.0,0,0.2,-0.9,0.6,1.0,0,16.0,Houston Texans,2016.0,10-8-0,-1.2,23.0,0,-5.6,4.8,-0.4,7.0,0,24.0,11.0,1,Oakland Raiders,AFC West,1533,0.0,0.0,0.0,0.72,0.14,0.13,0.03,7,2,0,11,2016,10.4,5.6,Houston Texans,AFC South,1535,8.0,0.0,-2.9,0.87,0.86,0.19,0.04,6,3,0,11,2016,10.2,5.800000000000001,Oakland Raiders,LV,0.182,0.412,0.436,0.515,-0.284,0.222,11,Houston Texans,HOU,0.11199999999999999,0.434,0.335,0.511,-0.21100000000000002,0.32299999999999995,11,8,Oakland Raiders,OAK,0.094,7.0,0.08900000000000001,9,8-2,0.175,4,0.1,29,0.02,10,11,2016,30,Houston Texans,HOU,-0.259,30.0,-0.258,30,6-4,-0.217,32,-0.029,12,-0.071,31,11,2016,10,Oakland Raiders,OAK,17,2016,0.076,15.0,0.046,0.128,0.056,0.003,0.057,8.7,0.011,0.091,28,Houston Texans,HOU,17,2016,-0.195,17.0,-0.174,-0.211,-0.08,-0.065,-0.165,5.1,0.006999999999999999,0.073
2016.0,5,Sun,9-Oct,1:05PM,Minnesota Vikings,Houston Texans,31.0,13.0,351.0,0.0,214.0,1.0,Minnesota Vikings,2016.0,8-8-0,1.7,11.0,0,-2.4,3.7,0.4,24.0,0,12.0,Houston Texans,2016.0,10-8-0,-1.2,23.0,0,-5.6,4.8,-0.4,7.0,0,24.0,5.0,1,Minnesota Vikings,NFC North,1638,11.0,0.0,0.0,0.92,0.71,0.6,0.12,4,0,0,5,2016,12.3,3.6999999999999993,Houston Texans,AFC South,1532,7.0,0.0,0.0,0.78,0.76,0.15,0.04,3,1,0,5,2016,9.7,6.300000000000001,Minnesota Vikings,MIN,0.081,0.458,0.37799999999999995,0.5589999999999999,-0.185,0.368,5,Houston Texans,HOU,-0.172,0.375,-0.221,0.36,0.005,0.429,5,1,Minnesota Vikings,MIN,0.36,3.0,0.245,2,5-0,0.059,11,-0.248,3,0.053,6,5,2016,31,Houston Texans,HOU,-0.299,29.0,-0.233,31,3-2,-0.257,32,-0.04,13,-0.08199999999999999,30,5,2016,18,Minnesota Vikings,MIN,17,2016,0.012,11.0,-0.065,-0.097,-0.094,0.015,0.039,8.9,0.001,0.158,28,Houston Texans,HOU,17,2016,-0.195,17.0,-0.174,-0.211,-0.08,-0.065,-0.165,5.1,0.006999999999999999,0.073
2016.0,13,Sun,4-Dec,1:00PM,Green Bay Packers,Houston Texans,21.0,13.0,309.0,1.0,307.0,1.0,Green Bay Packers,2016.0,12-7-0,4.4,3.0,0,7.2,-2.8,0.0,15.0,0,5.0,Houston Texans,2016.0,10-8-0,-1.2,23.0,0,-5.6,4.8,-0.4,7.0,0,24.0,13.0,1,Green Bay Packers,NFC North,1513,40.0,0.0,-11.7,0.17,0.13,0.003,0.003,5,6,0,13,2016,7.6,8.4,Houston Texans,AFC South,1482,-31.0,0.0,-35.0,0.7,0.7,0.003,0.01,6,5,0,13,2016,8.7,7.300000000000001,Green Bay Packers,GB,-0.02,0.431,0.243,0.5,-0.39399999999999996,0.333,13,Houston Texans,HOU,-0.049,0.424,-0.012,0.452,-0.113,0.375,13,12,Green Bay Packers,GB,0.052000000000000005,18.0,0.034,15,6-6,0.087,9,0.015,18,-0.02,20,13,2016,30,Houston Texans,HOU,-0.245,30.0,-0.253,29,6-6,-0.198,31,-0.022,13,-0.069,31,13,2016,7,Green Bay Packers,GB,17,2016,0.11,10.0,0.14400000000000002,0.166,0.038,-0.019,0.103,9.6,0.009000000000000001,0.135,28,Houston Texans,HOU,17,2016,-0.195,17.0,-0.174,-0.211,-0.08,-0.065,-0.165,5.1,0.006999999999999999,0.073
2016.0,12,Sun,27-Nov,1:00PM,San Diego Chargers,Houston Texans,21.0,13.0,302.0,1.0,353.0,4.0,San Diego Chargers,2016.0,5-11-0,0.5,16.0,0,0.6,0.5,-0.5,13.0,0,10.0,Houston Texans,2016.0,10-8-0,-1.2,23.0,0,-5.6,4.8,-0.4,7.0,0,24.0,12.0,0,San Diego Chargers,AFC West,1454,0.0,0.0,0.0,0.01,0.003,0.003,0.003,4,6,0,12,2016,6.6,9.4,Houston Texans,AFC South,1514,-21.0,0.0,-13.4,0.8,0.79,0.08,0.03,6,4,0,12,2016,9.6,6.4,San Diego Chargers,LAC,0.08,0.473,0.20199999999999999,0.514,-0.134,0.4,12,Houston Texans,HOU,-0.166,0.426,-0.028999999999999998,0.512,-0.402,0.28,12,17,San Diego Chargers,SD,0.026,16.0,0.026,16,5-6,-0.017,16,-0.057,9,-0.014,19,12,2016,30,Houston Texans,HOU,-0.263,30.0,-0.273,31,6-5,-0.22,31,-0.023,14,-0.066,31,12,2016,21,San Diego Chargers,SD,17,2016,-0.019,28.0,-0.067,-0.033,-0.063,-0.048,-0.023,6.8,-0.003,0.053,28,Houston Texans,HOU,17,2016,-0.195,17.0,-0.174,-0.211,-0.08,-0.065,-0.165,5.1,0.006999999999999999,0.073
2016.0,8,Thu,27-Oct,8:26PM,Tennessee Titans,Jacksonville Jaguars,36.0,22.0,494.0,0.0,370.0,1.0,Tennessee Titans,2016.0,9-7-0,-2.6,24.0,0,-1.1,-1.3,-0.1,30.0,0,14.0,Jacksonville Jaguars,2016.0,3-13-0,-3.1,26.0,0,-3.1,0.3,-0.3,11.0,0,27.0,8.0,1,Tennessee Titans,AFC South,1351,-21.0,0.0,-71.1,0.06,0.05,0.003,0.003,3,4,0,8,2016,5.9,10.1,Jacksonville Jaguars,AFC South,1351,-28.0,0.0,-121.2,0.05,0.04,0.003,0.003,2,4,0,8,2016,4.8,11.2,Tennessee Titans,TEN,0.231,0.418,0.611,0.556,-0.025,0.325,8,Jacksonville Jaguars,JAX,0.094,0.465,0.17600000000000002,0.508,-0.409,0.2,8,22,Tennessee Titans,TEN,-0.047,20.0,-0.044,22,4-4,0.079,9,0.061,22,-0.065,31,8,2016,27,Jacksonville Jaguars,JAC,-0.152,26.0,-0.154,28,2-5,-0.133,28,0.015,18,-0.004,20,8,2016,17,Tennessee Titans,TEN,17,2016,0.02,31.0,0.062,0.108,0.076,-0.011,0.08199999999999999,8.5,-0.058,0.105,27,Jacksonville Jaguars,JAX,17,2016,-0.117,27.0,-0.098,-0.115,-0.021,-0.023,-0.098,5.2,-0.016,0.065
2016.0,3,Sun,25-Sep,1:02PM,Baltimore Ravens,Jacksonville Jaguars,19.0,17.0,283.0,3.0,216.0,3.0,Baltimore Ravens,2016.0,8-8-0,-0.4,20.0,0,-3.5,2.1,1.0,28.0,0,9.0,Jacksonville Jaguars,2016.0,3-13-0,-3.1,26.0,0,-3.1,0.3,-0.3,11.0,0,27.0,3.0,0,Baltimore Ravens,AFC North,1509,15.0,0.0,0.0,0.44,0.19,0.1,0.02,2,0,0,3,2016,9.1,6.9,Jacksonville Jaguars,AFC South,1358,-21.0,0.0,-114.4,0.06,0.04,0.003,0.003,0,2,0,3,2016,4.6,11.4,Baltimore Ravens,BAL,-0.16899999999999998,0.424,-0.247,0.413,0.013000000000000001,0.45,3,Jacksonville Jaguars,JAX,-0.23399999999999999,0.364,-0.207,0.435,-0.29600000000000004,0.2,3,6,Baltimore Ravens,BAL,0.162,5.0,0.10300000000000001,7,3-0,-0.163,26,-0.258,5,0.067,4,3,2016,28,Jacksonville Jaguars,JAC,-0.229,31.0,-0.136,29,0-3,-0.225,30,-0.006,15,-0.01,18,3,2016,12,Baltimore Ravens,BAL,17,2016,0.07200000000000001,18.0,0.116,-0.07200000000000001,-0.095,0.049,0.061,9.1,0.008,0.147,27,Jacksonville Jaguars,JAX,17,2016,-0.117,27.0,-0.098,-0.115,-0.021,-0.023,-0.098,5.2,-0.016,0.065
2016.0,12,Sun,27-Nov,1:00PM,Buffalo Bills,Jacksonville Jaguars,28.0,21.0,304.0,0.0,301.0,0.0,Buffalo Bills,2016.0,7-9-0,-0.8,22.0,0,-0.1,-0.8,0.1,29.0,0,13.0,Jacksonville Jaguars,2016.0,3-13-0,-3.1,26.0,0,-3.1,0.3,-0.3,11.0,0,27.0,12.0,1,Buffalo Bills,AFC East,1559,18.0,0.0,0.0,0.26,0.01,0.003,0.01,5,5,0,12,2016,9.0,7.0,Jacksonville Jaguars,AFC South,1312,-6.0,0.0,-126.9,0.003,0.003,0.003,0.003,2,8,0,12,2016,3.5,12.5,Buffalo Bills,BUF,0.174,0.434,0.332,0.586,-0.017,0.25,12,Jacksonville Jaguars,JAX,0.09300000000000001,0.418,0.17600000000000002,0.441,0.006,0.394,12,12,Buffalo Bills,BUF,0.067,9.0,0.061,13,6-5,0.096,8,0.033,19,0.004,16,12,2016,29,Jacksonville Jaguars,JAC,-0.196,29.0,-0.203,29,2-9,-0.157,28,-0.001,16,-0.039,27,12,2016,19,Buffalo Bills,BUF,17,2016,-0.006999999999999999,13.0,-0.027000000000000003,0.105,0.094,-0.019,0.021,7.2,-0.044,0.173,27,Jacksonville Jaguars,JAX,17,2016,-0.117,27.0,-0.098,-0.115,-0.021,-0.023,-0.098,5.2,-0.016,0.065
2016.0,10,Sun,13-Nov,1:00PM,Houston Texans,Jacksonville Jaguars,24.0,21.0,273.0,0.0,327.0,2.0,Houston Texans,2016.0,10-8-0,-1.2,23.0,0,-5.6,4.8,-0.4,7.0,0,24.0,Jacksonville Jaguars,2016.0,3-13-0,-3.1,26.0,0,-3.1,0.3,-0.3,11.0,0,27.0,10.0,0,Houston Texans,AFC South,1527,0.0,0.0,-3.8,0.82,0.81,0.15,0.03,5,3,0,10,2016,9.7,6.300000000000001,Jacksonville Jaguars,AFC South,1326,-3.0,0.0,-128.8,0.003,0.003,0.003,0.003,2,6,0,10,2016,4.1,11.9,Houston Texans,HOU,0.036000000000000004,0.355,-0.022000000000000002,0.406,0.09699999999999999,0.3,10,Jacksonville Jaguars,JAX,-0.092,0.429,0.106,0.481,-0.556,0.304,10,30,Houston Texans,HOU,-0.27,30.0,-0.275,30,6-3,-0.228,31,-0.024,13,-0.066,31,10,2016,28,Jacksonville Jaguars,JAC,-0.168,28.0,-0.16,28,2-7,-0.122,27,0.021,17,-0.024,21,10,2016,28,Houston Texans,HOU,17,2016,-0.195,17.0,-0.174,-0.211,-0.08,-0.065,-0.165,5.1,0.006999999999999999,0.073,27,Jacksonville Jaguars,JAX,17,2016,-0.117,27.0,-0.098,-0.115,-0.021,-0.023,-0.098,5.2,-0.016,0.065
2016.0,15,Sun,18-Dec,1:00PM,Houston Texans,Jacksonville Jaguars,21.0,20.0,387.0,2.0,150.0,1.0,Houston Texans,2016.0,10-8-0,-1.2,23.0,0,-5.6,4.8,-0.4,7.0,0,24.0,Jacksonville Jaguars,2016.0,3-13-0,-3.1,26.0,0,-3.1,0.3,-0.3,11.0,0,27.0,15.0,1,Houston Texans,AFC South,1491,24.0,0.0,-32.1,0.75,0.74,0.003,0.01,7,6,0,15,2016,8.9,7.1,Jacksonville Jaguars,AFC South,1286,-12.0,0.0,-124.7,0.003,0.003,0.003,0.003,2,11,0,15,2016,2.7,13.3,Houston Texans,HOU,-0.151,0.415,-0.076,0.472,-0.28800000000000003,0.31,15,Jacksonville Jaguars,JAX,-0.316,0.28300000000000003,-0.364,0.265,-0.231,0.316,15,30,Houston Texans,HOU,-0.23,30.0,-0.226,29,8-6,-0.194,31,-0.033,13,-0.069,31,15,2016,27,Jacksonville Jaguars,JAC,-0.13,27.0,-0.133,27,2-12,-0.131,28,-0.03,14,-0.028,26,15,2016,28,Houston Texans,HOU,17,2016,-0.195,17.0,-0.174,-0.211,-0.08,-0.065,-0.165,5.1,0.006999999999999999,0.073,27,Jacksonville Jaguars,JAX,17,2016,-0.117,27.0,-0.098,-0.115,-0.021,-0.023,-0.098,5.2,-0.016,0.065
2016.0,11,Sun,20-Nov,1:00PM,Detroit Lions,Jacksonville Jaguars,26.0,19.0,277.0,2.0,285.0,3.0,Detroit Lions,2016.0,9-8-0,-3.3,27.0,0,1.0,-4.2,-0.1,19.0,0,22.0,Jacksonville Jaguars,2016.0,3-13-0,-3.1,26.0,0,-3.1,0.3,-0.3,11.0,0,27.0,11.0,1,Detroit Lions,NFC North,1524,0.0,0.0,0.0,0.56,0.46,0.08,0.02,5,4,0,11,2016,9.0,7.0,Jacksonville Jaguars,AFC South,1318,-8.0,0.0,-129.6,0.003,0.003,0.003,0.003,2,7,0,11,2016,3.7,12.3,Detroit Lions,DET,-0.188,0.375,0.086,0.486,-0.722,0.158,11,Jacksonville Jaguars,JAX,-0.195,0.385,-0.025,0.421,-0.434,0.333,11,26,Detroit Lions,DET,-0.132,26.0,-0.129,27,6-4,-0.004,14,0.194,32,0.067,2,11,2016,29,Jacksonville Jaguars,JAC,-0.201,28.0,-0.198,29,2-8,-0.16899999999999998,29,-0.003,15,-0.035,24,11,2016,26,Detroit Lions,DET,17,2016,-0.112,12.0,-0.13,-0.006999999999999999,0.14,0.035,-0.1,6.0,0.0,0.101,27,Jacksonville Jaguars,JAX,17,2016,-0.117,27.0,-0.098,-0.115,-0.021,-0.023,-0.098,5.2,-0.016,0.065
2016.0,13,Sun,4-Dec,1:00PM,Denver Broncos,Jacksonville Jaguars,20.0,10.0,206.0,0.0,333.0,3.0,Denver Broncos,2016.0,9-7-0,4.0,6.0,0,-3.9,7.9,-0.1,2.0,0,23.0,Jacksonville Jaguars,2016.0,3-13-0,-3.1,26.0,0,-3.1,0.3,-0.3,11.0,0,27.0,13.0,0,Denver Broncos,AFC West,1606,-16.0,0.0,0.0,0.51,0.07,0.07,0.04,7,4,0,13,2016,10.0,6.0,Jacksonville Jaguars,AFC South,1306,-5.0,0.0,-119.6,0.003,0.003,0.003,0.003,2,9,0,13,2016,3.3,12.7,Denver Broncos,DEN,-0.244,0.309,-0.308,0.379,-0.172,0.231,13,Jacksonville Jaguars,JAX,-0.317,0.28600000000000003,-0.46299999999999997,0.292,-0.12300000000000001,0.278,13,11,Denver Broncos,DEN,0.054000000000000006,15.0,0.039,13,8-4,-0.106,24,-0.185,1,-0.024,23,13,2016,27,Jacksonville Jaguars,JAC,-0.163,29.0,-0.173,27,2-10,-0.159,29,-0.035,10,-0.039,27,13,2016,15,Denver Broncos,DEN,17,2016,0.029,8.0,-0.005,-0.12,-0.172,-0.023,0.036000000000000004,8.4,0.03,0.112,27,Jacksonville Jaguars,JAX,17,2016,-0.117,27.0,-0.098,-0.115,-0.021,-0.023,-0.098,5.2,-0.016,0.065
2016.0,17,Sun,1-Jan,1:00PM,Indianapolis Colts,Jacksonville Jaguars,24.0,20.0,384.0,2.0,470.0,2.0,Indianapolis Colts,2016.0,8-8-0,0.7,15.0,0,3.1,-3.0,0.6,26.0,0,15.0,Jacksonville Jaguars,2016.0,3-13-0,-3.1,26.0,0,-3.1,0.3,-0.3,11.0,0,27.0,17.0,1,Indianapolis Colts,AFC South,1513,-14.0,0.0,0.0,0.003,0.003,0.003,0.003,7,8,0,17,2016,7.8,8.2,Jacksonville Jaguars,AFC South,1326,42.0,0.0,-89.0,0.003,0.003,0.003,0.003,3,12,0,17,2016,3.2,12.8,Indianapolis Colts,IND,-0.052000000000000005,0.464,0.013000000000000001,0.479,-0.19899999999999998,0.429,17,Jacksonville Jaguars,JAX,0.036000000000000004,0.493,0.006,0.535,0.079,0.433,17,23,Indianapolis Colts,IND,-0.056,24.0,0.022,16,8-8,0.033,12,0.13,29,0.041,5,17,2016,27,Jacksonville Jaguars,JAX,-0.117,27.0,-0.098,26,3-13,-0.115,27,-0.021,15,-0.023,23,17,2016,23,Indianapolis Colts,IND,17,2016,-0.056,24.0,0.022,0.033,0.13,0.041,-0.039,6.8,-0.039,0.146,27,Jacksonville Jaguars,JAX,17,2016,-0.117,27.0,-0.098,-0.115,-0.021,-0.023,-0.098,5.2,-0.016,0.065
2016.0,9,Sun,6-Nov,1:00PM,Kansas City Chiefs,Jacksonville Jaguars,19.0,14.0,231.0,0.0,449.0,4.0,Kansas City Chiefs,2016.0,12-5-0,3.5,9.0,0,0.5,2.2,0.8,9.0,0,4.0,Jacksonville Jaguars,2016.0,3-13-0,-3.1,26.0,0,-3.1,0.3,-0.3,11.0,0,27.0,9.0,1,Kansas City Chiefs,AFC West,1644,21.0,0.0,0.0,0.88,0.48,0.37,0.11,5,2,0,9,2016,11.1,4.9,Jacksonville Jaguars,AFC South,1329,-21.0,0.0,-138.9,0.01,0.01,0.003,0.003,2,5,0,9,2016,4.2,11.8,Kansas City Chiefs,KC,-0.297,0.29100000000000004,-0.373,0.306,-0.151,0.263,9,Jacksonville Jaguars,JAX,-0.106,0.455,0.07200000000000001,0.49,-0.418,0.393,9,11,Kansas City Chiefs,KC,0.055,10.0,0.054000000000000006,12,6-2,-0.053,21,-0.062,11,0.046,5,9,2016,28,Jacksonville Jaguars,JAC,-0.135,27.0,-0.13699999999999998,28,2-6,-0.122,28,-0.005,15,-0.018000000000000002,21,9,2016,5,Kansas City Chiefs,KC,17,2016,0.135,5.0,0.16699999999999998,0.031,-0.026,0.078,0.128,9.7,-0.012,0.14800000000000002,27,Jacksonville Jaguars,JAX,17,2016,-0.117,27.0,-0.098,-0.115,-0.021,-0.023,-0.098,5.2,-0.016,0.065
2016.0,7,Sun,23-Oct,1:02PM,Oakland Raiders,Jacksonville Jaguars,33.0,16.0,344.0,0.0,344.0,3.0,Oakland Raiders,2016.0,12-5-0,-0.1,18.0,0,0.2,-0.9,0.6,1.0,0,16.0,Jacksonville Jaguars,2016.0,3-13-0,-3.1,26.0,0,-3.1,0.3,-0.3,11.0,0,27.0,7.0,0,Oakland Raiders,AFC West,1453,-24.0,0.0,-45.4,0.27,0.07,0.04,0.003,4,2,0,7,2016,8.0,8.0,Jacksonville Jaguars,AFC South,1379,9.0,0.0,-96.1,0.08,0.07,0.003,0.003,2,3,0,7,2016,5.5,10.5,Oakland Raiders,LV,0.071,0.423,0.034,0.359,0.115,0.5,7,Jacksonville Jaguars,JAX,-0.11199999999999999,0.338,-0.124,0.34,-0.06,0.333,7,17,Oakland Raiders,OAK,0.006,18.0,0.0,18,5-2,0.124,5,0.149,28,0.03,7,7,2016,26,Jacksonville Jaguars,JAC,-0.122,23.0,-0.114,26,2-4,-0.165,29,-0.043,11,0.0,17,7,2016,10,Oakland Raiders,OAK,17,2016,0.076,15.0,0.046,0.128,0.056,0.003,0.057,8.7,0.011,0.091,27,Jacksonville Jaguars,JAX,17,2016,-0.117,27.0,-0.098,-0.115,-0.021,-0.023,-0.098,5.2,-0.016,0.065
