,Year,Week_x,Abbr_RDBMS_Winner,Week2,Day,Date,Time,Home_Team,FINAL_TEAM_NAME,Opponent,TEAM_POINTS,TEAM_YARDS,TEAM_TURNOVERS,TEAM_TURNOVER_DIFFERENTIAL,OPPONENTS_POINTS,OPPONENTS_YARDS,OPPONENTS_TURNOVERS,OPPONENTS_TURNOVER_DIFFERENTIAL,TEAM_POINT_MARGIN,GAMEID,BINARY_WIN,W-L-T,Power Index FPI,Power Index RK,Power Index TREND,Power Index OFF,Power Index DEF,Power Index ST,Ranks SOS,Ranks REM SOS,Ranks AVGWP,DIVISION_538_Winner,ELO WITH QB_538_Winner,ELO CHANGE_538_Winner,CURRENT QB ADJ_538_Winner,Points_Diff_538_Winner,Playoffs_Prob_538_Winner,Division_Prob_538_Winner,Bye_Prob_538_Winner,SB_Prob_538_Winner,REAL_WINS2_538_Winner,REAL_LOSSES2_538_Winner,REAL_TIES_538_Winner,PROJ_WINS4_538_Winner,PROJ_LOSS4_538_Winner,EPA/play_RDBMS_Winner,OVR_SUCCESS_RATE_RDBMS_Winner,Dropback EPA_RDBMS_Winner,DROPBACK_SR_RDBMS_Winner,Rush EPA_RDBMS_Winner,RUN_SR_RDBMS_Winner,TOTAL DVOA_FO_WEEKLY_Winner,LAST WEEK_FO_WEEKLY_Winner,DAVE_WEI_DVOA_FO_WEEKLY_Winner,OFFENSE DVOA_FO_WEEKLY_Winner,DEFENSE DVOA_FO_WEEKLY_Winner,S.T. DVOA_FO_WEEKLY_Winner,RK_FO_ANNUAL_Winner,TOTAL DVOA_FO_ANNUAL_Winner,DAVE_WEI_DVOA_FO_ANNUAL_Winner,OFFENSE DVOA_FO_ANNUAL_Winner,DEFENSE DVOA_FO_ANNUAL_Winner,S.T. DVOA_FO_ANNUAL_Winner,non-adj VOA_FO_ANNUAL_Winner,Last Year_FO_ANNUAL_Winner,ESTIM. WINS_FO_ANNUAL_Winner,SCHEDULE RANK_FO_ANNUAL_Winner,VAR._FO_ANNUAL_Winner,TOTAL_GAME_POINTS,TOTAL_GAME_YARDS,TOTAL_GAME_TURNOVERS,PLAYOFFS_BINARY,GAME_TYPE
10,2015.0,3,CHI,3.0,Sun,27-Sep,4:26PM,1,Chicago Bears,Seattle Seahawks,0.0,146.0,0.0,-0.0,26.0,371.0,0.0,-0.0,-26.0,6.0,0,6-10-0,-2.6,1.0,0,0.1,-2.7,0.0,12.0,0,27.0,NFC North,1381.0,-24.0,0.0,-115.2,0.05,0.02,0.003,0.003,0.0,2.0,0.0,4.7,11.3,-0.294,0.277,-0.436,0.227,-0.16899999999999998,0.32,-0.7020000000000001,32.0,-0.32799999999999996,-0.21600000000000003,0.36,-0.126,19.0,-0.065,0.002,0.066,0.119,-0.012,-0.111,26.0,6.7,0.06,0.085,26.0,517.0,0.0,0.0,Regular Season
11,2015.0,3,SEA,3.0,Sun,27-Sep,4:26PM,1,Seattle Seahawks,Chicago Bears,26.0,371.0,0.0,-0.0,0.0,146.0,0.0,-0.0,26.0,6.0,1,11-7-0,8.8,1.0,0,6.0,3.0,-0.3,6.0,0,6.0,NFC West,1635.0,-22.0,0.0,0.0,0.55,0.32,0.14,0.07,0.0,2.0,0.0,9.1,6.9,0.067,0.435,0.145,0.459,-0.049,0.4,0.083,23.0,0.17300000000000001,-0.040999999999999995,0.034,0.158,1.0,0.386,0.512,0.197,-0.14800000000000002,0.042,0.322,1.0,12.6,0.029,0.15,26.0,517.0,0.0,0.0,Regular Season
12,2015.0,8,CHI,8.0,Sun,1-Nov,1:00PM,0,Chicago Bears,Minnesota Vikings,20.0,305.0,0.0,1.0,23.0,327.0,1.0,-1.0,-3.0,7.0,0,6-10-0,-2.6,11.0,0,0.1,-2.7,0.0,12.0,0,27.0,NFC North,1386.0,0.0,0.0,-107.4,0.04,0.003,0.003,0.003,2.0,4.0,0.0,5.6,10.4,0.038,0.377,0.156,0.417,-0.133,0.32,-0.23,30.0,-0.22699999999999998,-0.040999999999999995,0.121,-0.068,19.0,-0.065,0.002,0.066,0.119,-0.012,-0.111,26.0,6.7,0.06,0.085,43.0,632.0,1.0,0.0,Regular Season
13,2015.0,8,MIN,8.0,Sun,1-Nov,1:00PM,0,Minnesota Vikings,Chicago Bears,23.0,327.0,1.0,-1.0,20.0,305.0,0.0,1.0,3.0,7.0,1,11-6-0,2.8,11.0,0,0.8,1.8,0.2,11.0,0,7.0,NFC North,1543.0,23.0,0.0,0.0,0.46,0.12,0.08,0.02,4.0,2.0,0.0,9.1,6.9,0.04,0.448,0.107,0.441,-0.055,0.458,-0.17300000000000001,28.0,-0.174,-0.14400000000000002,0.069,0.04,11.0,0.058,0.135,0.005,-0.014,0.039,0.061,25.0,9.5,0.038,0.163,43.0,632.0,1.0,0.0,Regular Season
14,2015.0,15,CHI,15.0,Sun,20-Dec,1:02PM,1,Chicago Bears,Minnesota Vikings,17.0,293.0,2.0,-2.0,38.0,350.0,0.0,2.0,-21.0,8.0,0,6-10-0,-2.6,11.0,0,0.1,-2.7,0.0,12.0,0,27.0,NFC North,1424.0,-18.0,0.0,-50.2,0.02,0.003,0.003,0.003,5.0,8.0,0.0,6.3,9.7,-0.158,0.469,-0.28800000000000003,0.429,0.08800000000000001,0.545,-0.068,20.0,0.006999999999999999,0.05,0.08900000000000001,-0.027999999999999997,19.0,-0.065,0.002,0.066,0.119,-0.012,-0.111,26.0,6.7,0.06,0.085,55.0,643.0,2.0,0.0,Regular Season
15,2015.0,15,MIN,15.0,Sun,20-Dec,1:02PM,1,Minnesota Vikings,Chicago Bears,38.0,350.0,0.0,2.0,17.0,293.0,2.0,-2.0,21.0,8.0,1,11-6-0,2.8,11.0,0,0.8,1.8,0.2,11.0,0,7.0,NFC North,1537.0,-6.0,0.0,0.0,0.92,0.27,0.003,0.01,8.0,5.0,0.0,9.6,6.4,0.28600000000000003,0.443,0.804,0.52,-0.073,0.389,0.037000000000000005,13.0,0.105,0.011000000000000001,0.006,0.032,11.0,0.058,0.135,0.005,-0.014,0.039,0.061,25.0,9.5,0.038,0.163,55.0,643.0,2.0,0.0,Regular Season
16,2015.0,1,CHI,1.0,Sun,13-Sep,1:00PM,0,Chicago Bears,Green Bay Packers,23.0,402.0,1.0,-1.0,31.0,322.0,0.0,1.0,-8.0,9.0,0,6-10-0,-2.6,9.0,0,0.1,-2.7,0.0,12.0,0,27.0,NFC North,1419.0,0.0,0.0,-68.1,0.14,0.08,0.02,0.003,0.0,0.0,0.0,6.1,9.9,0.095,0.451,0.015,0.415,0.204,0.5,-0.373,16.0,-0.10099999999999999,0.046,0.449,0.03,19.0,-0.065,0.002,0.066,0.119,-0.012,-0.111,26.0,6.7,0.06,0.085,54.0,724.0,1.0,0.0,Regular Season
17,2015.0,1,GB,1.0,Sun,13-Sep,1:00PM,0,Green Bay Packers,Chicago Bears,31.0,322.0,0.0,1.0,23.0,402.0,1.0,-1.0,8.0,9.0,1,11-7-0,3.6,9.0,0,2.4,1.3,-0.1,2.0,0,12.0,NFC North,1601.0,0.0,0.0,61.3,0.62,0.49,0.25,0.07,0.0,0.0,0.0,9.7,6.300000000000001,0.392,0.561,0.555,0.636,0.16699999999999998,0.458,0.5589999999999999,17.0,0.133,0.545,0.042,0.055999999999999994,10.0,0.087,-0.026,0.027000000000000003,-0.057,0.004,0.045,3.0,9.7,0.053,0.168,54.0,724.0,1.0,0.0,Regular Season
18,2015.0,2,CHI,2.0,Sun,20-Sep,1:00PM,0,Chicago Bears,Arizona Cardinals,23.0,335.0,2.0,-0.0,48.0,300.0,2.0,-0.0,-25.0,10.0,0,6-10-0,-2.6,2.0,0,0.1,-2.7,0.0,12.0,0,27.0,NFC North,1405.0,-14.0,0.0,-78.0,0.09,0.05,0.01,0.003,0.0,1.0,0.0,5.5,10.5,-0.196,0.338,-0.207,0.316,-0.182,0.37,-0.69,26.0,-0.231,-0.159,0.48100000000000004,-0.05,19.0,-0.065,0.002,0.066,0.119,-0.012,-0.111,26.0,6.7,0.06,0.085,71.0,635.0,4.0,0.0,Regular Season
19,2015.0,2,ARI,2.0,Sun,20-Sep,1:00PM,0,Arizona Cardinals,Chicago Bears,48.0,300.0,2.0,-0.0,23.0,335.0,2.0,-0.0,25.0,10.0,1,14-4-0,8.3,2.0,0,6.0,2.6,-0.4,17.0,0,3.0,NFC West,1557.0,16.0,0.0,0.0,0.44,0.24,0.14,0.04,1.0,0.0,0.0,8.8,7.199999999999999,0.32299999999999995,0.491,0.599,0.5710000000000001,0.038,0.407,0.852,3.0,0.17800000000000002,0.593,-0.136,0.124,2.0,0.302,0.217,0.162,-0.181,-0.04,0.31,20.0,12.0,0.016,0.229,71.0,635.0,4.0,0.0,Regular Season
20,2015.0,10,GB,10.0,Sun,15-Nov,1:04PM,0,Green Bay Packers,Detroit Lions,16.0,372.0,0.0,1.0,18.0,287.0,1.0,-1.0,-2.0,11.0,0,11-7-0,3.6,16.0,0,2.4,1.3,-0.1,2.0,0,12.0,NFC North,1641.0,-19.0,0.0,0.0,0.93,0.74,0.54,0.1,6.0,2.0,0.0,11.5,4.5,0.012,0.417,0.07400000000000001,0.441,-0.251,0.313,0.149,6.0,0.124,0.132,-0.03,-0.013000000000000001,10.0,0.087,-0.026,0.027000000000000003,-0.057,0.004,0.045,3.0,9.7,0.053,0.168,34.0,659.0,1.0,0.0,Regular Season
21,2015.0,10,DET,10.0,Sun,15-Nov,1:04PM,0,Detroit Lions,Green Bay Packers,18.0,287.0,1.0,-1.0,16.0,372.0,0.0,1.0,2.0,11.0,1,7-9-0,-2.0,16.0,0,0.9,-2.4,-0.5,15.0,0,13.0,NFC North,1406.0,0.0,0.0,-134.5,0.003,0.003,0.003,0.003,1.0,7.0,0.0,3.9,12.1,-0.07200000000000001,0.385,0.09300000000000001,0.474,-0.304,0.259,-0.221,31.0,-0.218,-0.142,0.095,0.015,12.0,0.05,0.149,0.017,-0.023,0.01,-0.011,11.0,7.9,0.034,0.168,34.0,659.0,1.0,0.0,Regular Season
22,2015.0,8,GB,8.0,Sun,1-Nov,8:30PM,1,Green Bay Packers,Denver Broncos,10.0,140.0,0.0,1.0,29.0,500.0,1.0,-1.0,-19.0,12.0,0,11-7-0,3.6,7.0,0,2.4,1.3,-0.1,2.0,0,12.0,NFC North,1685.0,0.0,0.0,0.0,0.96,0.88,0.75,0.18,6.0,0.0,0.0,12.8,3.1999999999999993,-0.069,0.415,-0.063,0.471,-0.079,0.316,0.25,3.0,0.245,0.165,-0.06,0.025,10.0,0.087,-0.026,0.027000000000000003,-0.057,0.004,0.045,3.0,9.7,0.053,0.168,39.0,640.0,1.0,0.0,Regular Season
23,2015.0,8,DEN,8.0,Sun,1-Nov,8:30PM,1,Denver Broncos,Green Bay Packers,29.0,500.0,1.0,-1.0,10.0,140.0,0.0,1.0,19.0,12.0,1,15-4-0,5.9,7.0,0,-2.9,8.3,0.5,3.0,0,8.0,AFC West,1673.0,0.0,0.0,0.0,0.97,0.95,0.59,0.14,6.0,0.0,0.0,12.8,3.1999999999999993,0.22899999999999998,0.485,0.40700000000000003,0.563,0.061,0.412,0.21,11.0,0.213,-0.17300000000000001,-0.36,0.023,8.0,0.174,0.17600000000000002,-0.085,-0.252,0.006999999999999999,0.173,2.0,10.6,0.035,0.114,39.0,640.0,1.0,0.0,Regular Season
24,2015.0,17,MIN,17.0,Sun,3-Jan,8:30PM,0,Minnesota Vikings,Green Bay Packers,20.0,242.0,2.0,-0.0,13.0,350.0,2.0,-0.0,7.0,13.0,1,11-6-0,2.8,11.0,0,0.8,1.8,0.2,11.0,0,7.0,NFC North,1574.0,22.0,0.0,0.0,0.003,0.33,0.003,0.02,10.0,5.0,0.0,10.3,5.699999999999999,-0.025,0.34700000000000003,-0.41100000000000003,0.217,0.317,0.462,0.057999999999999996,13.0,0.135,0.005,-0.013999999999999999,0.039,11.0,0.058,0.135,0.005,-0.014,0.039,0.061,25.0,9.5,0.038,0.163,33.0,592.0,4.0,0.0,Regular Season
25,2015.0,17,GB,17.0,Sun,3-Jan,8:30PM,0,Green Bay Packers,Minnesota Vikings,13.0,350.0,2.0,-0.0,20.0,242.0,2.0,-0.0,-7.0,13.0,0,11-7-0,3.6,11.0,0,2.4,1.3,-0.1,2.0,0,12.0,NFC North,1637.0,-22.0,0.0,0.0,0.003,0.67,0.003,0.05,10.0,5.0,0.0,10.7,5.300000000000001,-0.177,0.3720000000000001,-0.183,0.407,-0.165,0.292,0.087,9.0,-0.026000000000000002,0.027000000000000003,-0.057,0.004,10.0,0.087,-0.026,0.027000000000000003,-0.057,0.004,0.045,3.0,9.7,0.053,0.168,33.0,592.0,4.0,0.0,Regular Season
26,2015.0,Division,ARI,19.0,Sat,16-Jan,8:15PM,1,Arizona Cardinals,Green Bay Packers,26.0,368.0,2.0,-1.0,20.0,386.0,1.0,1.0,6.0,14.0,1,14-4-0,8.3,2.0,0,6.0,2.6,-0.4,17.0,0,3.0,NFC West,1681.0,0.0,0.0,0.0,0.003,0.66,0.3,0.16,13.0,3.0,0.0,13.7,2.3000000000000007,0.051,0.438,0.187,0.489,-0.27,0.316,0.057999999999999996,13.0,0.135,0.005,-0.013999999999999999,0.039,2.0,0.302,0.217,0.162,-0.181,-0.04,0.31,20.0,12.0,0.016,0.229,46.0,754.0,3.0,1.0,Divisional Round
27,2015.0,Division,GB,19.0,Sat,16-Jan,8:15PM,1,Green Bay Packers,Arizona Cardinals,20.0,386.0,1.0,1.0,26.0,368.0,2.0,-1.0,-6.0,14.0,0,11-7-0,3.6,2.0,0,2.4,1.3,-0.1,2.0,0,12.0,NFC North,1634.0,27.0,0.0,0.0,0.003,0.34,0.14,0.07,11.0,6.0,0.0,10.7,5.300000000000001,0.053,0.35700000000000004,0.034,0.36,0.1,0.35,0.087,9.0,-0.026000000000000002,0.027000000000000003,-0.057,0.004,10.0,0.087,-0.026,0.027000000000000003,-0.057,0.004,0.045,3.0,9.7,0.053,0.168,46.0,754.0,3.0,1.0,Divisional Round
28,2015.0,16,ARI,16.0,Sun,27-Dec,4:25PM,1,Arizona Cardinals,Green Bay Packers,38.0,381.0,2.0,2.0,8.0,178.0,4.0,-2.0,30.0,15.0,1,14-4-0,8.3,2.0,0,6.0,2.6,-0.4,17.0,0,3.0,NFC West,1708.0,21.0,0.0,0.0,0.003,0.003,0.89,0.17,12.0,2.0,0.0,13.3,2.6999999999999993,-0.006999999999999999,0.482,0.094,0.469,-0.142,0.5,0.297,6.0,0.21899999999999997,0.19399999999999998,-0.12300000000000001,-0.02,2.0,0.302,0.217,0.162,-0.181,-0.04,0.31,20.0,12.0,0.016,0.229,46.0,559.0,6.0,0.0,Regular Season
29,2015.0,16,GB,16.0,Sun,27-Dec,4:25PM,1,Green Bay Packers,Arizona Cardinals,8.0,178.0,4.0,-2.0,38.0,381.0,2.0,2.0,-30.0,15.0,0,11-7-0,3.6,2.0,0,2.4,1.3,-0.1,2.0,0,12.0,NFC North,1659.0,14.0,0.0,0.0,0.003,0.75,0.11,0.06,10.0,4.0,0.0,11.1,4.9,-0.44299999999999995,0.314,-0.47700000000000004,0.348,-0.38,0.25,0.14800000000000002,9.0,0.032,0.08,-0.068,0.0,10.0,0.087,-0.026,0.027000000000000003,-0.057,0.004,0.045,3.0,9.7,0.053,0.168,46.0,559.0,6.0,0.0,Regular Season
30,2015.0,9,GB,9.0,Sun,8-Nov,1:04PM,1,Green Bay Packers,Carolina Panthers,29.0,402.0,2.0,-1.0,37.0,427.0,1.0,1.0,-8.0,16.0,0,11-7-0,3.6,3.0,0,2.4,1.3,-0.1,2.0,0,12.0,NFC North,1660.0,-25.0,0.0,0.0,0.95,0.82,0.65,0.13,6.0,1.0,0.0,12.1,3.9000000000000004,-0.04,0.355,0.053,0.3670000000000001,-0.389,0.313,0.187,4.0,0.17,0.14300000000000002,-0.031,0.013000000000000001,10.0,0.087,-0.026,0.027000000000000003,-0.057,0.004,0.045,3.0,9.7,0.053,0.168,66.0,829.0,3.0,0.0,Regular Season
31,2015.0,9,CAR,9.0,Sun,8-Nov,1:04PM,1,Carolina Panthers,Green Bay Packers,37.0,427.0,1.0,1.0,29.0,402.0,2.0,-1.0,8.0,16.0,1,17-2-0,7.9,3.0,0,3.5,4.8,-0.4,28.0,0,1.0,NFC South,1632.0,7.0,0.0,0.0,0.97,0.82,0.77,0.11,7.0,0.0,0.0,13.2,2.8000000000000007,0.068,0.418,0.24,0.472,-0.132,0.355,0.21600000000000003,7.0,0.22399999999999998,0.054000000000000006,-0.21100000000000002,-0.048,4.0,0.255,0.294,0.105,-0.173,-0.024,0.314,24.0,11.0,-0.078,0.141,66.0,829.0,3.0,0.0,Regular Season
32,2015.0,12,CHI,12.0,Thu,26-Nov,8:30PM,0,Chicago Bears,Green Bay Packers,17.0,290.0,0.0,2.0,13.0,365.0,2.0,-2.0,4.0,17.0,1,6-10-0,-2.6,22.0,0,0.1,-2.7,0.0,12.0,0,27.0,NFC North,1439.0,-7.0,0.0,-49.4,0.08,0.003,0.003,0.003,4.0,6.0,0.0,6.7,9.3,-0.015,0.47,0.18899999999999997,0.529,-0.233,0.406,-0.068,27.0,-0.033,0.042,0.055999999999999994,-0.054000000000000006,19.0,-0.065,0.002,0.066,0.119,-0.012,-0.111,26.0,6.7,0.06,0.085,30.0,655.0,2.0,0.0,Regular Season
33,2015.0,12,GB,12.0,Thu,26-Nov,8:30PM,0,Green Bay Packers,Chicago Bears,13.0,365.0,2.0,-2.0,17.0,290.0,0.0,2.0,-4.0,17.0,0,11-7-0,3.6,22.0,0,2.4,1.3,-0.1,2.0,0,12.0,NFC North,1651.0,32.0,0.0,0.0,0.95,0.75,0.33,0.09,7.0,3.0,0.0,11.2,4.800000000000001,-0.184,0.436,-0.217,0.396,-0.114,0.52,0.157,8.0,0.114,0.115,-0.040999999999999995,0.002,10.0,0.087,-0.026,0.027000000000000003,-0.057,0.004,0.045,3.0,9.7,0.053,0.168,30.0,655.0,2.0,0.0,Regular Season
34,2015.0,11,DET,11.0,Sun,22-Nov,1:02PM,1,Detroit Lions,Oakland Raiders,18.0,375.0,0.0,-0.0,13.0,216.0,0.0,-0.0,5.0,18.0,1,7-9-0,-2.0,16.0,0,0.9,-2.4,-0.5,15.0,0,13.0,NFC North,1427.0,22.0,0.0,-108.3,0.01,0.003,0.003,0.003,2.0,7.0,0.0,5.1,10.9,0.044000000000000004,0.443,0.18,0.535,-0.17300000000000001,0.29600000000000004,-0.16699999999999998,31.0,-0.161,-0.127,0.054000000000000006,0.013000000000000001,12.0,0.05,0.149,0.017,-0.023,0.01,-0.011,11.0,7.9,0.034,0.168,31.0,591.0,0.0,0.0,Regular Season
